iter	Logloss
0	0.6255521056
1	0.5621164794
2	0.5088767185
3	0.455592822
4	0.4139797252
5	0.3746191045
6	0.3400670944
7	0.3096568815
8	0.2862000619
9	0.260417446
10	0.2389900864
11	0.2150981452
12	0.2012738874
13	0.1826235453
14	0.1676320927
15	0.1571084607
16	0.1476684796
17	0.1361795138
18	0.1284643194
19	0.1192359309
20	0.1115144914
21	0.1048999397
22	0.1006425017
23	0.09611053877
24	0.09232449275
25	0.08724835098
26	0.08367151342
27	0.07912456348
28	0.07684623554
29	0.07272716235
30	0.0694604484
31	0.06736609756
32	0.06559160704
33	0.06339069079
34	0.06053061126
35	0.05846810085
36	0.0572325081
37	0.05464556909
38	0.05227716507
39	0.05021525968
40	0.0481577945
41	0.04738365194
42	0.04661698495
43	0.04585089222
44	0.04404641736
45	0.04222780402
46	0.04086148098
47	0.03946649644
48	0.03869864761
49	0.03819364373
50	0.03705906868
51	0.0365965956
52	0.03526710182
53	0.03474336029
54	0.03389550024
55	0.0331666649
56	0.03226793453
57	0.03190362582
58	0.03131766473
59	0.03102124635
60	0.03018014662
61	0.02923695246
62	0.02904538954
63	0.02882424734
64	0.02856379171
65	0.02824867156
66	0.0278092251
67	0.02708673734
68	0.02685171302
69	0.02647870074
70	0.02615176478
71	0.0257113185
72	0.02549873373
73	0.02487241068
74	0.02463908093
75	0.02395041784
76	0.02378891873
77	0.02336559244
78	0.02317368087
79	0.02258761467
80	0.02206522675
81	0.02154917614
82	0.02114386841
83	0.02102970436
84	0.02048087376
85	0.02009365379
86	0.01997473419
87	0.01949714589
88	0.0190434943
89	0.01865521939
90	0.01829467794
91	0.01817737472
92	0.0180872589
93	0.01779849427
94	0.01752901846
95	0.0172826808
96	0.01699932673
97	0.01675133295
98	0.01647624405
99	0.01639530607
100	0.01613130364
101	0.01605740414
102	0.01579492707
103	0.0154533822
104	0.01512000125
105	0.01494761052
106	0.01459285264
107	0.01452198208
108	0.01430244856
109	0.01403382517
110	0.01396435051
111	0.01373193341
112	0.01347554115
113	0.01325659598
114	0.01305849962
115	0.01286842874
116	0.01273903924
117	0.01268064335
118	0.0125615084
119	0.01242112088
120	0.01220967436
121	0.01200568804
122	0.01185634572
123	0.01168716082
124	0.01149539153
125	0.01138281181
126	0.01126777485
127	0.01109110284
128	0.01091320284
129	0.01083579115
130	0.01070079496
131	0.0106017455
132	0.01050030929
133	0.01040240385
134	0.01029133412
135	0.01021179973
136	0.0101147967
137	0.009994590154
138	0.009838449058
139	0.009730891515
140	0.009634441586
141	0.009507334361
142	0.009430855192
143	0.009301168944
144	0.009242689097
145	0.009141085609
146	0.009092428992
147	0.009050048808
148	0.008979610218
149	0.008907664207
150	0.0088653808
151	0.008803588088
152	0.008712601918
153	0.00861364539
154	0.008534646803
155	0.008446526784
156	0.008379290181
157	0.00831285087
158	0.008223686167
159	0.008154753716
160	0.008121154001
161	0.008052976542
162	0.008009111369
163	0.007932431595
164	0.007851164828
165	0.007767999685
166	0.007708393758
167	0.007667866445
168	0.007618811823
169	0.007568866976
170	0.007492438439
171	0.007420294387
172	0.007351581768
173	0.007270448951
174	0.007211961413
175	0.007143398126
176	0.007084451696
177	0.007002724114
178	0.006970418397
179	0.00691447399
180	0.006855469878
181	0.006826190538
182	0.006765621965
183	0.006710113377
184	0.006678975398
185	0.00662905811
186	0.006583195861
187	0.006531221892
188	0.006479044114
189	0.006442557099
190	0.006415219717
191	0.006347131985
192	0.006290308891
193	0.006246923119
194	0.006199120193
195	0.006159896492
196	0.006126866546
197	0.006067919475
198	0.006013927921
199	0.005957200963
200	0.005917008846
201	0.005885420307
202	0.005863313393
203	0.005816958284
204	0.005774534518
205	0.005733454099
206	0.005702183452
207	0.005660083345
208	0.005619227245
209	0.005582324279
210	0.005545979546
211	0.005519375365
212	0.005478266106
213	0.005438044507
214	0.005392434776
215	0.005368298741
216	0.005342814551
217	0.005305315538
218	0.005267224004
219	0.005237733164
220	0.005215982276
221	0.005184730855
222	0.005149902195
223	0.005121557302
224	0.005087051661
225	0.005068635107
226	0.005034297384
227	0.005007552203
228	0.004978641387
229	0.004948819837
230	0.004914065202
231	0.004878380606
232	0.00484663184
233	0.004825479241
234	0.004806007429
235	0.004775858054
236	0.004738769224
237	0.00471962011
238	0.004689262759
239	0.004666707849
240	0.004641024977
241	0.004612848323
242	0.004602894988
243	0.004572420992
244	0.00454894221
245	0.004529940505
246	0.004518277543
247	0.004494620908
248	0.004470528454
249	0.004444344069
250	0.004427583948
251	0.004405236052
252	0.004381934802
253	0.004356706655
254	0.004332981763
255	0.004315821073
256	0.004291315873
257	0.004268418076
258	0.004247357448
259	0.004228043941
260	0.004205381998
261	0.004186545969
262	0.004171790936
263	0.004156273539
264	0.004136798523
265	0.00411948113
266	0.004102437086
267	0.004089249719
268	0.004071866312
269	0.004054181037
270	0.004035750384
271	0.004018331087
272	0.004001318447
273	0.003988815892
274	0.003969253391
275	0.003950494592
276	0.003932587562
277	0.003916337926
278	0.003899435523
279	0.003886302953
280	0.003869605962
281	0.003853412726
282	0.003836829175
283	0.003825975362
284	0.003808314441
285	0.003796930595
286	0.003779774392
287	0.003761733732
288	0.00375335255
289	0.003735234981
290	0.003722177398
291	0.003700332616
292	0.003688143466
293	0.003670036793
294	0.003650333933
295	0.003633601371
296	0.003614592296
297	0.003598930695
298	0.003592599143
299	0.003577234284
300	0.003569270654
301	0.003549945611
302	0.003536970385
303	0.003528843323
304	0.003522601179
305	0.003510235458
306	0.003495738711
307	0.003486586194
308	0.003471220052
309	0.003455786615
310	0.003444964527
311	0.003439146344
312	0.003424054192
313	0.003416746855
314	0.003405135806
315	0.003390412177
316	0.003378796962
317	0.003365293946
318	0.003353704047
319	0.00333895318
320	0.003324851233
321	0.003310755376
322	0.003297663504
323	0.003283811192
324	0.003275025275
325	0.003264677781
326	0.003255389711
327	0.00324300284
328	0.00322746141
329	0.003213153731
330	0.003200213114
331	0.003189716288
332	0.00317693013
333	0.00316864893
334	0.003152534526
335	0.003142445959
336	0.003128022596
337	0.00311933538
338	0.003110524788
339	0.003103469649
340	0.003097607243
341	0.003085990747
342	0.003079731298
343	0.003068350656
344	0.003058794686
345	0.003052353218
346	0.003041394936
347	0.003030861257
348	0.003023155915
349	0.003011002335
350	0.003001769384
351	0.002990329778
352	0.002980186093
353	0.002971196367
354	0.00296232617
355	0.0029514605
356	0.002939486055
357	0.002929234377
358	0.002919615597
359	0.002910318234
360	0.002901211221
361	0.002894058663
362	0.002883997976
363	0.002873612027
364	0.002868758094
365	0.002859204687
366	0.002847543647
367	0.002840681422
368	0.002830695401
369	0.002819291046
370	0.002808342698
371	0.002798343858
372	0.002789166986
373	0.002782565612
374	0.002773606969
375	0.002768567493
376	0.00275872792
377	0.002748949553
378	0.002741373354
379	0.002731960948
380	0.002721820147
381	0.002714596769
382	0.002704465261
383	0.002695264675
384	0.002688001881
385	0.002679141298
386	0.002672493778
387	0.002660920543
388	0.002653879184
389	0.002645141495
390	0.002634356099
391	0.002626859533
392	0.002620031757
393	0.002612855165
394	0.002606113752
395	0.002595206262
396	0.002588505066
397	0.002581657742
398	0.002573336965
399	0.002566955904
400	0.002562657479
401	0.002555761767
402	0.002549421082
403	0.002542981377
404	0.002538655714
405	0.002530641133
406	0.00252654812
407	0.002519394121
408	0.002514144426
409	0.002508896653
410	0.00250144399
411	0.002490502211
412	0.002483619958
413	0.002478317868
414	0.002470679822
415	0.002460843773
416	0.002453886373
417	0.002450417447
418	0.002446124631
419	0.002438109568
420	0.002431215458
421	0.002427586945
422	0.002423354374
423	0.002417565994
424	0.00241099314
425	0.002406192082
426	0.002400427416
427	0.002395648469
428	0.002389988912
429	0.002381137622
430	0.002377307864
431	0.002371607288
432	0.002366086168
433	0.002362557156
434	0.002355282986
435	0.002348530837
436	0.002344559918
437	0.002338395965
438	0.002332820527
439	0.002326265779
440	0.002320991408
441	0.002315603117
442	0.002309381641
443	0.002305519677
444	0.002300876443
445	0.002294033766
446	0.002290589034
447	0.002282194553
448	0.00227581269
449	0.002268488369
450	0.002264285761
451	0.002257669164
452	0.002253917116
453	0.00225116649
454	0.002245749517
455	0.002241554279
456	0.002238126692
457	0.002232085313
458	0.002225763855
459	0.002218585982
460	0.002212974333
461	0.00220988771
462	0.002203172573
463	0.002197256332
464	0.002191024762
465	0.002186123722
466	0.0021808971
467	0.002176888367
468	0.002171371893
469	0.002165745503
470	0.002160303054
471	0.002155783356
472	0.002148305056
473	0.002144436843
474	0.002139352983
475	0.0021356325
476	0.002130405397
477	0.002125650965
478	0.002121284764
479	0.002116157163
480	0.00211150768
481	0.002104359769
482	0.002098674415
483	0.002092977365
484	0.00209007949
485	0.002085445389
486	0.00208129165
487	0.002077938088
488	0.002072342301
489	0.002069394755
490	0.002064330283
491	0.002060094348
492	0.002056071354
493	0.002050564494
494	0.002046099113
495	0.002043609337
496	0.002038634432
497	0.002033974535
498	0.002028618449
499	0.002024413437
500	0.002017650553
501	0.002012594733
502	0.002007392465
503	0.002003571519
504	0.002000584557
505	0.001997285152
506	0.001991704587
507	0.00198727045
508	0.001983492445
509	0.0019787425
510	0.001973639893
511	0.001967261555
512	0.001964834108
513	0.001961030306
514	0.001954662223
515	0.001951023936
516	0.001948411106
517	0.001945880953
518	0.001941362376
519	0.001937939916
520	0.001934285125
521	0.001931144666
522	0.001928178854
523	0.001924567485
524	0.001921637084
525	0.001918104227
526	0.001914299944
527	0.001910573853
528	0.001907096114
529	0.001903668046
530	0.0018993826
531	0.001894482682
532	0.001890304268
533	0.001886430767
534	0.001881986055
535	0.001878611503
536	0.001874097573
537	0.001870466496
538	0.001866090041
539	0.001861294752
540	0.001855585203
541	0.001850760432
542	0.001846493252
543	0.001842030434
544	0.001838059836
545	0.001833661429
546	0.001828135021
547	0.001824176119
548	0.001819558041
549	0.001814024743
550	0.001809569616
551	0.001803913745
552	0.001800838337
553	0.001796367989
554	0.001793663989
555	0.001790787103
556	0.001787267065
557	0.001784299811
558	0.001781286572
559	0.001777337764
560	0.001773221518
561	0.00177139909
562	0.001768337783
563	0.001764283385
564	0.00175791402
565	0.001754170464
566	0.00175017471
567	0.00174759793
568	0.00174559108
569	0.00174161247
570	0.001739197841
571	0.001737122574
572	0.001733298744
573	0.001730453904
574	0.001727111237
575	0.001724083898
576	0.001718308656
577	0.001716540065
578	0.001713734481
579	0.001710399184
580	0.001707371525
581	0.001703560352
582	0.001699570687
583	0.001697629049
584	0.001693625924
585	0.001691289006
586	0.001687378973
587	0.00168541939
588	0.001681677116
589	0.001677723181
590	0.001674075921
591	0.001671164587
592	0.001668985332
593	0.001666559647
594	0.001662014954
595	0.001658478091
596	0.00165397089
597	0.0016516258
598	0.001649734314
599	0.001647395472
600	0.00164302783
601	0.00164090145
602	0.001637373881
603	0.001635097688
604	0.001631543201
605	0.001627705751
606	0.001624169529
607	0.001621469695
608	0.001619403721
609	0.001615770241
610	0.001613197147
611	0.001610538011
612	0.001608133636
613	0.0016049113
614	0.001601378443
615	0.001598592727
616	0.001596495349
617	0.001593410969
618	0.00158996864
619	0.001587577405
620	0.001585822112
621	0.001583297086
622	0.001580881976
623	0.001577987786
624	0.001575613855
625	0.001572545177
626	0.001569200908
627	0.001567228187
628	0.001565719484
629	0.001562874964
630	0.001559904666
631	0.001555876065
632	0.001554079274
633	0.001552144526
634	0.001549243446
635	0.001547268321
636	0.001543503134
637	0.001541567586
638	0.001539843057
639	0.001535738989
640	0.001532488773
641	0.001529966952
642	0.001528156701
643	0.001525337177
644	0.001522133107
645	0.001520188906
646	0.001517885795
647	0.001513972238
648	0.001511569946
649	0.001509159483
650	0.001507276809
651	0.001504618314
652	0.001502282517
653	0.001499504492
654	0.001497303286
655	0.001494260565
656	0.001492476111
657	0.001490900914
658	0.001488901595
659	0.001486158499
660	0.001484657167
661	0.001483196373
662	0.001481150748
663	0.00147809617
664	0.001476395194
665	0.001473640242
666	0.001470912368
667	0.001468921541
668	0.001467559286
669	0.001464001274
670	0.001461828748
671	0.001460117038
672	0.00145851316
673	0.001456973373
674	0.001454593994
675	0.001452186095
676	0.00145003472
677	0.001448096447
678	0.001445989775
679	0.001443996545
680	0.001441999469
681	0.001438283792
682	0.001435542619
683	0.001433582716
684	0.0014319798
685	0.001429563408
686	0.00142808579
687	0.001425547305
688	0.001422657441
689	0.001419916589
690	0.001417832189
691	0.001416017452
692	0.001414555375
693	0.001413179181
694	0.001410620507
695	0.001408996922
696	0.001407669276
697	0.001403610873
698	0.001400412731
699	0.001399164879
700	0.001396724293
701	0.001394375037
702	0.0013928141
703	0.001390740596
704	0.001387564405
705	0.001384922894
706	0.001382425908
707	0.001380198906
708	0.001378357571
709	0.001376534021
710	0.001374072285
711	0.001371919788
712	0.001369590561
713	0.001366640291
714	0.001364862406
715	0.001362950411
716	0.001361685094
717	0.001359825653
718	0.001358360693
719	0.0013568866
720	0.001354837129
721	0.001351773258
722	0.00134894348
723	0.001347086763
724	0.001345207134
725	0.001343035169
726	0.001341200484
727	0.001338760539
728	0.001336561015
729	0.001334275289
730	0.001332159805
731	0.001329624364
732	0.001327048547
733	0.001325877604
734	0.001324117023
735	0.001322253337
736	0.001320611886
737	0.00131843888
738	0.001316714191
739	0.001315642909
740	0.001312702574
741	0.00131077023
742	0.001308603473
743	0.001306815093
744	0.001305466137
745	0.001303706999
746	0.001301148806
747	0.001298348269
748	0.001296816013
749	0.001295021465
750	0.001293203443
751	0.00129125051
752	0.001288965825
753	0.001287853526
754	0.001286592695
755	0.001284938105
756	0.001283088439
757	0.001280513822
758	0.00127863227
759	0.001276518549
760	0.001274592053
761	0.001272324993
762	0.001270251008
763	0.001268962298
764	0.001267804013
765	0.001266445844
766	0.001265405327
767	0.001263326374
768	0.001262321267
769	0.001260568298
770	0.001258744187
771	0.001256524555
772	0.001254857388
773	0.00125326072
774	0.001251501101
775	0.00124967627
776	0.001247602765
777	0.001245907077
778	0.001244794778
779	0.001242584759
780	0.00124137384
